restaurant_id,name,neighborhood,cuisine,total_score,num_reviews,archetype,p_safe_pick,label_safe_pick
r_fecd87,Adobo Mexican Grill,University Heights,Mexican,4.7,50,Hidden Gem,0.946,
r_f92b03,AOC East,Upper East Side,French,4.4,50,Universally Loved,0.829,
r_7beb3c,Alex Cafe & Deli,Upper East Side,Deli,4.9,50,Hidden Gem,0.995,
r_327a32,Bella Blu,Upper East Side,Pizza,4.4,50,Tourist Trap,0.737,
r_2b5202,Bigoi Venezia,Upper East Side,Italian,4.8,50,Universally Loved,0.87,
r_8f25de,Brasserie Cognac Upper East Side,Upper East Side,French,4.4,50,Universally Loved,0.758,
r_2f36e1,Brooklyn Dumpling Shop,Upper East Side,Chinese,4.6,50,Hidden Gem,0.955,
r_3332f9,Campagnola,Upper East Side,Italian,4.5,50,Universally Loved,0.797,
r_08b1c6,Casa Cruz Upper East Side Restaurant,Upper East Side,Italian,4.2,50,Universally Loved,0.864,
r_50d79c,Dorrian's Red Hand (NYC),Upper East Side,American,4.1,50,Universally Loved,0.773,
r_e13bbb,Dumpling Magic Manhattan,Upper East Side,Restaurant,4.9,50,Hidden Gem,0.959,
r_663e4a,Fumo Upper East Side,Upper East Side,Italian,4.3,50,Universally Loved,0.876,
r_6f44bf,Gnocchi House Bar (Former Numero 28),Upper East Side,Pizza,4.3,50,Universally Loved,0.941,
r_8831ba,Green Apple Gourmet Market Deli,Upper East Side,Deli,4.8,50,Hidden Gem,0.944,
r_6d964d,Hui,Upper East Side,Restaurant,4.4,50,Universally Loved,0.814,
r_4b063a,Island,Upper East Side,American,4.2,50,Universally Loved,0.858,
r_af53df,Isle of Capri,Upper East Side,Italian,4.5,50,Universally Loved,0.76,
r_9ffa2c,JoJo by Jean-Georges,Upper East Side,American,4.3,50,Universally Loved,0.776,
r_620a70,Korali Estiatorio,Upper East Side,Mediterranean,4.5,50,Universally Loved,0.908,
r_b1beb9,Krave Cafe & Deli,Upper East Side,Deli,4.7,50,Tourist Trap,0.8,
r_94a71f,Krispy Chickpea,Upper East Side,Middle Eastern,4.9,50,Hidden Gem,0.914,
r_d98771,Kuu,Upper East Side,Japanese,4.8,50,Hidden Gem,0.941,
r_abde6d,Le Viêt Thai,Upper East Side,Thai,4.4,50,Universally Loved,0.925,
r_841d58,Lenox Hill Deli,Upper East Side,Deli,4.8,35,Local Favorite,0.96,
r_9156b2,Lilli and Loo,Upper East Side,Chinese,4.3,50,Tourist Trap,0.726,
r_6066fd,Masseria East,Upper East Side,Italian,4.7,50,Universally Loved,0.858,
r_cd327f,Maya by Chef Richard Sandoval - NYC,Upper East Side,Mexican,4.3,50,Tourist Trap,0.79,
r_e0bde1,Mission Ceviche,Upper East Side,Seafood,4.6,50,Hidden Gem,0.935,
r_371cdf,Móle Cantina Mexicana- Upper East Side,Upper East Side,Mexican,4.2,50,Universally Loved,0.742,
r_b7eda0,New Chinatown Restaurant and Bar | Asian Fusion | Chinese and Thai Food,Upper East Side,Chinese,4.4,50,Universally Loved,0.841,
r_553ba4,Oda House UES,Upper East Side,Restaurant,4.6,50,Universally Loved,0.897,
r_3c9427,Park Avenue Gourmet Deli,Upper East Side,Deli,4.6,30,Local Favorite,0.863,
r_a1f7ab,Pig Heaven,Upper East Side,Chinese,4.3,50,Tourist Trap,0.63,
r_630cce,Pil Pil,Upper East Side,Restaurant,4.4,50,Hidden Gem,0.893,
r_27a077,Quantum Leap,Upper East Side,Veggie,4.9,50,Universally Loved,0.969,
r_320843,San Babila NYC,Upper East Side,Cafe,4.4,50,Tourist Trap,0.708,
r_4424a7,Sea Salt NYC,Upper East Side,Mediterranean,4.7,50,Hidden Gem,0.977,
r_47e2a9,Tanoshi Sushi Sake Bar,Upper East Side,Japanese,4.7,50,Universally Loved,0.953,
r_3c5043,Toloache,Upper East Side,Mexican,4.4,50,Tourist Trap,0.804,
r_4dcfb7,Tony Dragon's Grille,Upper East Side,Mediterranean,4.8,50,Universally Loved,0.963,
r_4b8c20,Two Boots Pizza Upper East Side,Upper East Side,Pizza,4.6,50,Hidden Gem,0.882,
r_9a401d,Via Quadronno,Upper East Side,Italian,4.1,50,Universally Loved,0.857,
r_874cac,Village Square Pizza - Upper East Side,Upper East Side,Pizza,4.6,50,Universally Loved,0.945,
r_a6cc3f,Water & Wheat Upper East,Upper East Side,Italian,4.7,50,Tourist Trap,0.774,
r_c4b27a,Yefsi Estiatorio,Upper East Side,Greek,4.4,50,Tourist Trap,0.717,
r_5818ed,albadawi,Upper East Side,Middle Eastern,4.3,50,Universally Loved,0.931,
r_c95be2,Andy's Deli,Upper West Side,Deli,4.3,50,Tourist Trap,0.814,
r_4be875,Broad Nosh Bagels Deli & Catering,Upper West Side,Restaurant,4.6,50,Tourist Trap,0.525,
r_19779c,Carmine's - Upper West Side,Upper West Side,Italian,4.4,50,Universally Loved,0.801,
r_d97642,El Gallo Taqueria,Upper West Side,Mexican,4.8,50,Hidden Gem,0.911,
r_08fec4,Green Park Deli & Pizza,Upper West Side,Deli,4.1,50,Tourist Trap,0.59,
r_8997e0,"Mamoun's Falafel - UWS, Manhattan, NY",Upper West Side,Mediterranean,4.2,50,Universally Loved,0.734,
r_734732,Mexikosher,Upper West Side,Mexican,4.3,50,Tourist Trap,0.704,
r_ffe573,Mille-feuille Bakery Cafe,Upper West Side,French,4.6,50,Tourist Trap,0.847,
r_ce1797,Plum Vietnamese Restaurant,Upper West Side,Vietnamese,4.5,50,Universally Loved,0.879,
r_c49e35,Polanco Social,Upper West Side,Restaurant,4.7,32,Local Favorite,0.942,
r_35d43a,Raku It’s Japanese ll,Upper West Side,Japanese,4.5,50,Tourist Trap,0.853,
r_9c88ac,Rampoldi New York,Upper West Side,Italian,4.7,50,Universally Loved,0.949,
r_369325,Simply Noodles,Upper West Side,Chinese,4.5,50,Tourist Trap,0.698,
r_0ff097,Spiga Trattoria,Upper West Side,Italian,4.6,50,Universally Loved,0.77,
r_66dd4c,Swagat NY,Upper West Side,Indian,4.3,50,Hidden Gem,0.878,
r_16bffd,Tacombi,Upper West Side,Mexican,4.3,50,Hidden Gem,0.909,
r_06ff97,Tacos y Quesadillas Mexico,Upper West Side,Mexican,4.8,50,Universally Loved,0.924,
r_f4ebfa,Taqueria 86,Upper West Side,Mexican,4.5,50,Universally Loved,0.832,
r_f30015,Tasca NYC,Upper West Side,Caribbean,4.7,50,Universally Loved,0.911,
r_a420a0,Tasty Burrito Ny,Upper West Side,Deli,4.5,20,Local Favorite,0.866,
r_d60683,Tavern On the Green,Upper West Side,American,4.4,50,Tourist Trap,0.807,
r_77031c,Two Boots Pizza Upper West Side,Upper West Side,Pizza,4.5,50,Universally Loved,0.952,
r_331876,Talkin' Tacos New York,Washington Heights,Mexican,4.9,50,Hidden Gem,0.931,
r_0c68e6,Adom African Cuisine inc,West Bronx,Restaurant,4.7,50,Tourist Trap,0.841,
r_d7529f,Aminas Cafe,West Bronx,Mexican,4.5,50,Universally Loved,0.859,
r_9f97d6,Best Pizza,West Bronx,Pizza,4.5,22,Local Favorite,0.936,
r_3b5acb,Boogie Down Grind,West Bronx,Cafe,4.7,50,Universally Loved,0.953,
r_2ebff7,Cachapa Cachapa 🇻🇪,West Bronx,Restaurant,4.0,50,Universally Loved,0.679,
r_531884,Casa De Mamá,West Bronx,Restaurant,4.9,30,Local Favorite,0.977,
r_5ecd33,Cosmo's,West Bronx,Deli,4.4,50,Tourist Trap,0.735,
r_81b80d,Dynasty Taste,West Bronx,Restaurant,4.1,50,Universally Loved,0.755,
r_ab0ff6,El Nuevo Bohío,West Bronx,Restaurant,4.1,50,Under the Radar,0.629,
r_d7ea01,Grin,West Bronx,Restaurant,4.3,50,Hidden Gem,0.851,
r_baccd5,JJ Restaurant & Cuchifritos,West Bronx,Brunch,4.0,50,Tourist Trap,0.707,
r_935a24,Las Sirenas,West Bronx,Mexican,4.2,50,Tourist Trap,0.741,
r_0a7a99,Los Amigos Restaurant,West Bronx,Deli,4.4,50,Hidden Gem,0.885,
r_047ae9,Mela's Cafe,West Bronx,Diner,4.6,50,Hidden Gem,0.908,
r_8af65d,North Star Cafe,West Bronx,Deli,4.3,50,Universally Loved,0.797,
r_b89f12,Popeyes Louisiana Kitchen,West Bronx,Seafood,3.9,50,Hidden Gem,0.644,
r_c367d7,Popeyes Louisiana Kitchen,West Bronx,Restaurant,4.3,50,Hidden Gem,0.885,
r_0603a9,Raices del Valle Restaurant,West Bronx,Deli,4.2,50,Universally Loved,0.808,
r_9f244f,Rosa's At Park,West Bronx,Steakhouse,4.4,50,Universally Loved,0.906,
r_dc6fc2,Roy's Pica Pollo,West Bronx,American,4.0,50,Under the Radar,0.588,
r_33726d,Sanbra Door Restaurant,West Bronx,Restaurant,4.3,50,Hidden Gem,0.795,
r_a39bd5,Seis Vecinos,West Bronx,Mexican,4.1,50,Hidden Gem,0.808,
r_7793cc,Suyo Gastrofusion,West Bronx,Restaurant,4.5,50,Hidden Gem,0.737,
r_4c87aa,Askili Orchard,West Village,Restaurant,4.8,50,Hidden Gem,0.989,
r_0bb759,Boucherie West Village,West Village,French,4.8,50,Hidden Gem,0.978,
r_8df3e2,Canto West Village,West Village,Italian,4.6,50,Hidden Gem,0.903,
r_5090e4,Dante West Village,West Village,Restaurant,4.5,50,Universally Loved,0.877,
r_c55ea3,Fairfax,West Village,Brunch,4.5,50,Tourist Trap,0.779,
r_ccfb67,Joseph Leonard,West Village,Brunch,4.6,50,Tourist Trap,0.865,
r_75f8a8,Lin & Daughters - West Village,West Village,Chinese,4.7,50,Universally Loved,0.917,
r_461ddc,Little Ruby's West Village,West Village,Restaurant,4.4,50,Universally Loved,0.891,
r_8e8458,Lume West Village,West Village,Italian,4.6,50,Universally Loved,0.932,
r_a2a987,L’industrie Pizzeria - West Village,West Village,Pizza,4.7,50,Tourist Trap,0.809,
r_fb8b74,MakiMaki Sushi - 350 Hudson St,West Village,Japanese,4.6,50,Hidden Gem,0.936,
r_a90405,MiGarba NYC,West Village,Italian,4.5,50,Tourist Trap,0.688,
r_1f497e,Miriam West Village,West Village,Mediterranean,4.6,50,Universally Loved,0.899,
r_47b237,Nerea,West Village,Italian,4.6,50,Universally Loved,0.934,
r_d03e75,OLIO E PIÙ,West Village,Restaurant,4.7,50,Hidden Gem,0.978,
r_446463,Osteria Carlina West Village,West Village,Italian,4.7,50,Tourist Trap,0.708,
r_b37b29,Petite Boucherie,West Village,French,4.7,50,Hidden Gem,0.956,
r_39041f,SMASHED NYC,West Village,Burgers,4.5,50,Tourist Trap,0.851,
r_a5cc74,Sant Ambroeus West Village,West Village,Italian,4.4,50,Universally Loved,0.749,
r_366d9f,Tartine,West Village,French,4.4,50,Tourist Trap,0.756,
r_7b27a1,The Mary Lane,West Village,Brunch,4.6,50,Universally Loved,0.875,
r_1811cc,Ubani - West Village,West Village,Dessert,4.8,50,Universally Loved,0.948,
r_2ab317,WEST10WEST,West Village,American,4.8,50,Universally Loved,0.937,
r_a7bdd8,Allswell,Williamsburg,Brunch,4.5,50,Universally Loved,0.79,
r_31c052,Aurora Brooklyn,Williamsburg,Italian,4.5,50,Universally Loved,0.877,
r_2b1e79,Bamonte's,Williamsburg,Italian,4.5,50,Universally Loved,0.735,
r_8ec1d2,Cafe Mogador,Williamsburg,Mediterranean,4.6,50,Universally Loved,0.889,
r_3b7e42,Fandi Mata,Williamsburg,Restaurant,4.7,50,Universally Loved,0.937,
r_ee312b,Greenpoint Fish & Lobster Co.,Williamsburg,Seafood,4.5,50,Universally Loved,0.812,
r_31a1f2,HAAM Caribbean Plant Cuisine,Williamsburg,Vegan,4.7,50,Universally Loved,0.925,
r_88ca98,Hole In The Wall,Williamsburg,Brunch,4.8,50,Hidden Gem,0.971,
r_0de417,Isla & Co. - Williamsburg,Williamsburg,Brunch,4.9,50,Universally Loved,0.981,
r_0e3b69,La petite joie,Williamsburg,French,4.7,50,Hidden Gem,0.979,
r_f834f7,Le Crocodile,Williamsburg,French,4.6,50,Universally Loved,0.909,
r_75f440,Little Ruby's Williamsburg,Williamsburg,Restaurant,4.4,50,Universally Loved,0.883,
r_0b8506,Maison Provence Restaurant,Williamsburg,French,5.0,50,Universally Loved,0.983,
r_436454,Meraki Greek Bistro Williamsburg,Williamsburg,Mediterranean,4.7,50,Hidden Gem,0.985,
r_ced04c,NaRa Chicken & Korean Cuisine,Williamsburg,Korean,4.9,50,Universally Loved,0.964,
r_f7221f,"Nan Xiang Express - Williamsburg, NY",Williamsburg,Chinese,4.8,50,Universally Loved,0.983,
r_2a665b,Nozomi NYC @Williamsburg,Williamsburg,Japanese,4.9,50,Hidden Gem,0.987,
r_357e63,Pita Palace,Williamsburg,Middle Eastern,4.7,50,Universally Loved,0.935,
r_eb8910,Pomp and Circumstance,Williamsburg,Italian,4.8,50,Universally Loved,0.937,
r_36b5fc,Recette,Williamsburg,French,4.8,50,Hidden Gem,0.971,
r_b4bd66,Sunday In Brooklyn,Williamsburg,Dessert,4.4,50,Universally Loved,0.873,
r_e4a960,Sungold,Williamsburg,Restaurant,4.8,50,Hidden Gem,0.945,
r_5f0855,Sushi Shiro Bar and Grill,Williamsburg,Japanese,4.7,50,Universally Loved,0.912,
r_67fdcb,Sweetwater,Williamsburg,American,4.5,50,Universally Loved,0.802,
r_742cf1,Veselka Williamsburg,Williamsburg,Restaurant,4.6,50,Universally Loved,0.887,
r_0f8080,Westville Williamsburg,Williamsburg,American,4.5,50,Hidden Gem,0.982,
r_0b39c0,the AM-THAI Williamsburg,Williamsburg,Thai,4.9,50,Universally Loved,0.827,
r_fc1bc5,Manor Delicatessen,Woodhaven,Deli,4.6,50,Universally Loved,0.925,
r_62cd34,NYC Gentlemen's Club,Woodside,Restaurant,4.2,50,Hidden Gem,0.882,
r_c5fee1,Sugar Crush NYC,,Bakery,5.0,26,Local Favorite,1.0,
